"elimination_id","confederation_id","round_id","team_id","team_name","fifa_code","flag_code","fifa_rank","rank_snapshot_date","elimination_reason","final_position","notes","source_name","source_url"
"CONCACAF_R2_AIA","CONCACAF","CONCACAF_R2","AIA","Anguilla","AIA","AI","209","2023-12-21","Finished outside top two in Second Round Group F","Group F","","FIFA / Wikipedia / Reuters","https://en.wikipedia.org/wiki/2026_FIFA_World_Cup_qualification_%E2%80%93_CONCACAF_second_round"
"CONCACAF_R3_GUA","CONCACAF","CONCACAF_R3","GUA","Guatemala","GUA","GT","108","2023-12-21","Did not win Third Round Group A or qualify as one of top two runners-up","Group A","","FIFA / Wikipedia / Reuters","https://en.wikipedia.org/wiki/2026_FIFA_World_Cup_qualification_%E2%80%93_CONCACAF_third_round"
"CONCACAF_R3_SLV","CONCACAF","CONCACAF_R3","SLV","El Salvador","SLV","SV","78","2023-12-21","Did not win Third Round Group A or qualify as one of top two runners-up","Group A","","FIFA / Wikipedia / Reuters","https://en.wikipedia.org/wiki/2026_FIFA_World_Cup_qualification_%E2%80%93_CONCACAF_third_round"
"CONCACAF_R3_TRI","CONCACAF","CONCACAF_R3","TRI","Trinidad and Tobago","TRI","TT","96","2023-12-21","Did not win Third Round Group B or qualify as one of top two runners-up","Group B","","FIFA / Wikipedia / Reuters","https://en.wikipedia.org/wiki/2026_FIFA_World_Cup_qualification_%E2%80%93_CONCACAF_third_round"
"CONCACAF_R3_BER","CONCACAF","CONCACAF_R3","BER","Bermuda","BER","BM","171","2023-12-21","Did not win Third Round Group B or qualify as one of top two runners-up","Group B","","FIFA / Wikipedia / Reuters","https://en.wikipedia.org/wiki/2026_FIFA_World_Cup_qualification_%E2%80%93_CONCACAF_third_round"
"CONCACAF_R3_HON","CONCACAF","CONCACAF_R3","HON","Honduras","HON","HN","76","2023-12-21","Did not win Third Round Group C or qualify as one of top two runners-up","Group C","","FIFA / Wikipedia / Reuters","https://en.wikipedia.org/wiki/2026_FIFA_World_Cup_qualification_%E2%80%93_CONCACAF_third_round"
"CONCACAF_R3_CRC","CONCACAF","CONCACAF_R3","CRC","Costa Rica","CRC","CR","52","2023-12-21","Did not win Third Round Group C or qualify as one of top two runners-up","Group C","","FIFA / Wikipedia / Reuters","https://en.wikipedia.org/wiki/2026_FIFA_World_Cup_qualification_%E2%80%93_CONCACAF_third_round"
"CONCACAF_R3_NCA","CONCACAF","CONCACAF_R3","NCA","Nicaragua","NCA","NI","134","2023-12-21","Did not win Third Round Group C or qualify as one of top two runners-up","Group C","","FIFA / Wikipedia / Reuters","https://en.wikipedia.org/wiki/2026_FIFA_World_Cup_qualification_%E2%80%93_CONCACAF_third_round"
"CONCACAF_ICPO_SUR","CONCACAF","CONCACAF_ICPO","SUR","Suriname","SUR","SR","143","2023-12-21","Lost inter-confederation playoff semifinal 2-1 to Bolivia","Semifinal","","FIFA / Wikipedia / Reuters","https://www.reuters.com/sports/soccer/bolivia-rally-beat-suriname-reach-world-cup-playoff-final-2026-03-27/"
"CONCACAF_ICPO_JAM","CONCACAF","CONCACAF_ICPO","JAM","Jamaica","JAM","JM","55","2023-12-21","Lost inter-confederation playoff final 1-0 after extra time to DR Congo","Final","","FIFA / Wikipedia / Reuters","https://www.reuters.com/sports/soccer/dr-congo-score-extra-time-winner-qualify-world-cup-2026-03-31/"
"ELIM_VEN","CONMEBOL","CONMEBOL_R1","VEN","Venezuela","VEN","VE","57","2023-07-20","Finished 8 in the CONMEBOL league table; outside the top seven.","8","Eliminated at the end of the league table.","Wikipedia","https://en.wikipedia.org/wiki/2026_FIFA_World_Cup_qualification_(CONMEBOL)"
"ELIM_PER","CONMEBOL","CONMEBOL_R1","PER","Peru","PER","PE","21","2023-07-20","Finished 9 in the CONMEBOL league table; outside the top seven.","9","Eliminated at the end of the league table.","Wikipedia","https://en.wikipedia.org/wiki/2026_FIFA_World_Cup_qualification_(CONMEBOL)"
"ELIM_CHI","CONMEBOL","CONMEBOL_R1","CHI","Chile","CHI","CL","32","2023-07-20","Finished 10 in the CONMEBOL league table; outside the top seven.","10","Eliminated at the end of the league table.","Wikipedia","https://en.wikipedia.org/wiki/2026_FIFA_World_Cup_qualification_(CONMEBOL)"
"ELIM_BOL","CONMEBOL","CONMEBOL_ICPO","BOL","Bolivia","BOL","BO","83","2023-07-20","Lost 2-1 to Iraq in the inter-confederation playoff final.","7","Bolivia finished seventh in CONMEBOL, beat Suriname in the playoff semi-final, then lost to Iraq.","Wikipedia","https://en.wikipedia.org/wiki/2026_FIFA_World_Cup_qualification_(CONMEBOL)"
"ofc_elim_cok","OFC","ofc_r1","ofc_cok","Cook Islands","COK","CK","186","2024-07-18","Lost 1-3 to Tonga in Round One semifinal","Round One semifinalist","","OFC Round One","https://www.oceaniafootball.com/fifa-world-cup-2026-oceania-qualifiers/"
"ofc_elim_asa","OFC","ofc_r1","ofc_asa","American Samoa","ASA","AS","187","2024-07-18","Lost 0-2 to Samoa in Round One semifinal","Round One semifinalist","","OFC Round One","https://www.oceaniafootball.com/fifa-world-cup-2026-oceania-qualifiers/"
"ofc_elim_tga","OFC","ofc_r1","ofc_tga","Tonga","TGA","TO","200","2024-07-18","Lost 1-2 after extra time to Samoa in Round One final","Round One runner-up","","OFC Round One","https://www.oceaniafootball.com/fifa-world-cup-2026-oceania-qualifiers/"
"ofc_elim_sol","OFC","ofc_r2","ofc_sol","Solomon Islands","SOL","SB","141","2024-07-18","Finished third in Round Two Group A","Group A 3rd place","","OFC Round Two","https://www.oceaniafootball.com/fifa-world-cup-2026-oceania-qualifiers-round-two/"
"ofc_elim_png","OFC","ofc_r2","ofc_png","Papua New Guinea","PNG","PG","168","2024-07-18","Finished fourth in Round Two Group A","Group A 4th place","","OFC Round Two","https://www.oceaniafootball.com/fifa-world-cup-2026-oceania-qualifiers-round-two/"
"ofc_elim_van","OFC","ofc_r2","ofc_van","Vanuatu","VAN","VU","162","2024-07-18","Finished third in Round Two Group B","Group B 3rd place","","OFC Round Two","https://www.oceaniafootball.com/fifa-world-cup-2026-oceania-qualifiers-round-two/"
"ofc_elim_sam","OFC","ofc_r2","ofc_sam","Samoa","SAM","WS","192","2024-07-18","Finished fourth in Round Two Group B","Group B 4th place","Round One winner; eliminated in Round Two.","OFC Round Two","https://www.oceaniafootball.com/fifa-world-cup-2026-oceania-qualifiers-round-two/"
"ofc_elim_tah","OFC","ofc_r3","ofc_tah","Tahiti","TAH","PF","158","2024-07-18","Lost 0-3 to New Caledonia in Third Round semifinal","Third Round semifinalist","","OFC Round Three","https://www.oceaniafootball.com/fifa-world-cup-26-oceania-qualifiers-round-three/"
"ofc_elim_fij","OFC","ofc_r3","ofc_fij","Fiji","FIJ","FJ","153","2024-07-18","Lost 0-7 to New Zealand in Third Round semifinal","Third Round semifinalist","","OFC Round Three","https://www.oceaniafootball.com/fifa-world-cup-26-oceania-qualifiers-round-three/"
"ofc_elim_ncl","OFC","ofc_icp","ofc_ncl","New Caledonia","NCL","NC","160","2024-07-18","Lost 0-1 to Jamaica in inter-confederation playoff semifinal","OFC runner-up / inter-confederation playoff semifinalist","OFC runner-up and playoff participant; eliminated by Jamaica.","OFC Playoff Report","https://www.oceaniafootball.com/brave-new-caledonia-fall-narrowly-in-historic-fifa-world-cup-play-off/"
"UEFA_SUSPENDED_RUS","UEFA","UEFA_DID_NOT_ENTER","RUS","Russia","RUS","RU","34","2024-11-28","Entry invalidated due to suspension from UEFA and FIFA competitions.","Did not enter","Listed separately from normal qualifying eliminations.","Wikipedia / UEFA suspension note","https://en.wikipedia.org/wiki/2026_FIFA_World_Cup_qualification_(UEFA)"
"UEFA_R1_GA_LUX","UEFA","UEFA_R1","LUX","Luxembourg","LUX","LU","92","2024-11-28","Did not win group, finish runner-up, or receive a Nations League play-off route.","4 in UEFA Group A","Eliminated in first round group stage","FIFA / UEFA standings as mirrored in Wikipedia","https://en.wikipedia.org/wiki/2026_FIFA_World_Cup_qualification_(UEFA)"
"UEFA_R1_GB_SVN","UEFA","UEFA_R1","SVN","Slovenia","SVN","SI","55","2024-11-28","Did not win group, finish runner-up, or receive a Nations League play-off route.","3 in UEFA Group B","Eliminated in first round group stage","FIFA / UEFA standings as mirrored in Wikipedia","https://en.wikipedia.org/wiki/2026_FIFA_World_Cup_qualification_(UEFA)"
"UEFA_R1_GC_GRE","UEFA","UEFA_R1","GRE","Greece","GRE","GR","39","2024-11-28","Did not win group, finish runner-up, or receive a Nations League play-off route.","3 in UEFA Group C","Eliminated in first round group stage","FIFA / UEFA standings as mirrored in Wikipedia","https://en.wikipedia.org/wiki/2026_FIFA_World_Cup_qualification_(UEFA)"
"UEFA_R1_GC_BLR","UEFA","UEFA_R1","BLR","Belarus","BLR","BY","98","2024-11-28","Did not win group, finish runner-up, or receive a Nations League play-off route.","4 in UEFA Group C","Eliminated in first round group stage","FIFA / UEFA standings as mirrored in Wikipedia","https://en.wikipedia.org/wiki/2026_FIFA_World_Cup_qualification_(UEFA)"
"UEFA_R1_GD_ISL","UEFA","UEFA_R1","ISL","Iceland","ISL","IS","70","2024-11-28","Did not win group, finish runner-up, or receive a Nations League play-off route.","3 in UEFA Group D","Eliminated in first round group stage","FIFA / UEFA standings as mirrored in Wikipedia","https://en.wikipedia.org/wiki/2026_FIFA_World_Cup_qualification_(UEFA)"
"UEFA_R1_GD_AZE","UEFA","UEFA_R1","AZE","Azerbaijan","AZE","AZ","117","2024-11-28","Did not win group, finish runner-up, or receive a Nations League play-off route.","4 in UEFA Group D","Eliminated in first round group stage","FIFA / UEFA standings as mirrored in Wikipedia","https://en.wikipedia.org/wiki/2026_FIFA_World_Cup_qualification_(UEFA)"
"UEFA_R1_GE_GEO","UEFA","UEFA_R1","GEO","Georgia","GEO","GE","68","2024-11-28","Did not win group, finish runner-up, or receive a Nations League play-off route.","3 in UEFA Group E","Eliminated in first round group stage","FIFA / UEFA standings as mirrored in Wikipedia","https://en.wikipedia.org/wiki/2026_FIFA_World_Cup_qualification_(UEFA)"
"UEFA_R1_GE_BUL","UEFA","UEFA_R1","BUL","Bulgaria","BUL","BG","82","2024-11-28","Did not win group, finish runner-up, or receive a Nations League play-off route.","4 in UEFA Group E","Eliminated in first round group stage","FIFA / UEFA standings as mirrored in Wikipedia","https://en.wikipedia.org/wiki/2026_FIFA_World_Cup_qualification_(UEFA)"
"UEFA_R1_GF_HUN","UEFA","UEFA_R1","HUN","Hungary","HUN","HU","30","2024-11-28","Did not win group, finish runner-up, or receive a Nations League play-off route.","3 in UEFA Group F","Eliminated in first round group stage","FIFA / UEFA standings as mirrored in Wikipedia","https://en.wikipedia.org/wiki/2026_FIFA_World_Cup_qualification_(UEFA)"
"UEFA_R1_GF_ARM","UEFA","UEFA_R1","ARM","Armenia","ARM","AM","100","2024-11-28","Did not win group, finish runner-up, or receive a Nations League play-off route.","4 in UEFA Group F","Eliminated in first round group stage","FIFA / UEFA standings as mirrored in Wikipedia","https://en.wikipedia.org/wiki/2026_FIFA_World_Cup_qualification_(UEFA)"
"UEFA_R1_GG_FIN","UEFA","UEFA_R1","FIN","Finland","FIN","FI","69","2024-11-28","Did not win group, finish runner-up, or receive a Nations League play-off route.","3 in UEFA Group G","Eliminated in first round group stage","FIFA / UEFA standings as mirrored in Wikipedia","https://en.wikipedia.org/wiki/2026_FIFA_World_Cup_qualification_(UEFA)"
"UEFA_R1_GG_MLT","UEFA","UEFA_R1","MLT","Malta","MLT","MT","169","2024-11-28","Did not win group, finish runner-up, or receive a Nations League play-off route.","4 in UEFA Group G","Eliminated in first round group stage","FIFA / UEFA standings as mirrored in Wikipedia","https://en.wikipedia.org/wiki/2026_FIFA_World_Cup_qualification_(UEFA)"
"UEFA_R1_GG_LTU","UEFA","UEFA_R1","LTU","Lithuania","LTU","LT","142","2024-11-28","Did not win group, finish runner-up, or receive a Nations League play-off route.","5 in UEFA Group G","Eliminated in first round group stage","FIFA / UEFA standings as mirrored in Wikipedia","https://en.wikipedia.org/wiki/2026_FIFA_World_Cup_qualification_(UEFA)"
"UEFA_R1_GH_CYP","UEFA","UEFA_R1","CYP","Cyprus","CYP","CY","130","2024-11-28","Did not win group, finish runner-up, or receive a Nations League play-off route.","4 in UEFA Group H","Eliminated in first round group stage","FIFA / UEFA standings as mirrored in Wikipedia","https://en.wikipedia.org/wiki/2026_FIFA_World_Cup_qualification_(UEFA)"
"UEFA_R1_GH_SMR","UEFA","UEFA_R1","SMR","San Marino","SMR","SM","210","2024-11-28","Did not win group, finish runner-up, or receive a Nations League play-off route.","5 in UEFA Group H","Eliminated in first round group stage","FIFA / UEFA standings as mirrored in Wikipedia","https://en.wikipedia.org/wiki/2026_FIFA_World_Cup_qualification_(UEFA)"
"UEFA_R1_GI_ISR","UEFA","UEFA_R1","ISR","Israel","ISR","IL","76","2024-11-28","Did not win group, finish runner-up, or receive a Nations League play-off route.","3 in UEFA Group I","Eliminated in first round group stage","FIFA / UEFA standings as mirrored in Wikipedia","https://en.wikipedia.org/wiki/2026_FIFA_World_Cup_qualification_(UEFA)"
"UEFA_R1_GI_EST","UEFA","UEFA_R1","EST","Estonia","EST","EE","123","2024-11-28","Did not win group, finish runner-up, or receive a Nations League play-off route.","4 in UEFA Group I","Eliminated in first round group stage","FIFA / UEFA standings as mirrored in Wikipedia","https://en.wikipedia.org/wiki/2026_FIFA_World_Cup_qualification_(UEFA)"
"UEFA_R1_GI_MDA","UEFA","UEFA_R1","MDA","Moldova","MDA","MD","151","2024-11-28","Did not win group, finish runner-up, or receive a Nations League play-off route.","5 in UEFA Group I","Eliminated in first round group stage","FIFA / UEFA standings as mirrored in Wikipedia","https://en.wikipedia.org/wiki/2026_FIFA_World_Cup_qualification_(UEFA)"
"UEFA_R1_GJ_KAZ","UEFA","UEFA_R1","KAZ","Kazakhstan","KAZ","KZ","110","2024-11-28","Did not win group, finish runner-up, or receive a Nations League play-off route.","4 in UEFA Group J","Eliminated in first round group stage","FIFA / UEFA standings as mirrored in Wikipedia","https://en.wikipedia.org/wiki/2026_FIFA_World_Cup_qualification_(UEFA)"
"UEFA_R1_GJ_LIE","UEFA","UEFA_R1","LIE","Liechtenstein","LIE","LI","204","2024-11-28","Did not win group, finish runner-up, or receive a Nations League play-off route.","5 in UEFA Group J","Eliminated in first round group stage","FIFA / UEFA standings as mirrored in Wikipedia","https://en.wikipedia.org/wiki/2026_FIFA_World_Cup_qualification_(UEFA)"
"UEFA_R1_GK_SRB","UEFA","UEFA_R1","SRB","Serbia","SRB","RS","32","2024-11-28","Did not win group, finish runner-up, or receive a Nations League play-off route.","3 in UEFA Group K","Eliminated in first round group stage","FIFA / UEFA standings as mirrored in Wikipedia","https://en.wikipedia.org/wiki/2026_FIFA_World_Cup_qualification_(UEFA)"
"UEFA_R1_GK_LVA","UEFA","UEFA_R1","LVA","Latvia","LVA","LV","140","2024-11-28","Did not win group, finish runner-up, or receive a Nations League play-off route.","4 in UEFA Group K","Eliminated in first round group stage","FIFA / UEFA standings as mirrored in Wikipedia","https://en.wikipedia.org/wiki/2026_FIFA_World_Cup_qualification_(UEFA)"
"UEFA_R1_GK_AND","UEFA","UEFA_R1","AND","Andorra","AND","AD","171","2024-11-28","Did not win group, finish runner-up, or receive a Nations League play-off route.","5 in UEFA Group K","Eliminated in first round group stage","FIFA / UEFA standings as mirrored in Wikipedia","https://en.wikipedia.org/wiki/2026_FIFA_World_Cup_qualification_(UEFA)"
"UEFA_R1_GL_FRO","UEFA","UEFA_R1","FRO","Faroe Islands","FRO","FO","137","2024-11-28","Did not win group, finish runner-up, or receive a Nations League play-off route.","3 in UEFA Group L","Eliminated in first round group stage","FIFA / UEFA standings as mirrored in Wikipedia","https://en.wikipedia.org/wiki/2026_FIFA_World_Cup_qualification_(UEFA)"
"UEFA_R1_GL_MNE","UEFA","UEFA_R1","MNE","Montenegro","MNE","ME","73","2024-11-28","Did not win group, finish runner-up, or receive a Nations League play-off route.","4 in UEFA Group L","Eliminated in first round group stage","FIFA / UEFA standings as mirrored in Wikipedia","https://en.wikipedia.org/wiki/2026_FIFA_World_Cup_qualification_(UEFA)"
"UEFA_R1_GL_GIB","UEFA","UEFA_R1","GIB","Gibraltar","GIB","GI","197","2024-11-28","Did not win group, finish runner-up, or receive a Nations League play-off route.","5 in UEFA Group L","Eliminated in first round group stage","FIFA / UEFA standings as mirrored in Wikipedia","https://en.wikipedia.org/wiki/2026_FIFA_World_Cup_qualification_(UEFA)"
"UEFA_R2_PATH_A_SF1_NIR","UEFA","UEFA_R2","NIR","Northern Ireland","NIR","GB-NIR","71","2024-11-28","Lost UEFA play-off semi-final","UEFA play-offs Path A semi-final loser","Lost to Italy 2-0","UEFA play-off results","https://en.wikipedia.org/wiki/2026_FIFA_World_Cup_qualification_%E2%80%93_UEFA_second_round"
"UEFA_R2_PATH_A_SF2_WAL","UEFA","UEFA_R2","WAL","Wales","WAL","GB-WLS","29","2024-11-28","Lost UEFA play-off semi-final","UEFA play-offs Path A semi-final loser","Lost to Bosnia and Herzegovina 1-1 on penalties (2-4)","UEFA play-off results","https://en.wikipedia.org/wiki/2026_FIFA_World_Cup_qualification_%E2%80%93_UEFA_second_round"
"UEFA_R2_PATH_A_FINAL_ITA","UEFA","UEFA_R2","ITA","Italy","ITA","IT","9","2024-11-28","Lost UEFA play-off final","UEFA play-offs Path A final loser","Lost to Bosnia and Herzegovina 1-1 on penalties (4-1)","UEFA play-off results","https://en.wikipedia.org/wiki/2026_FIFA_World_Cup_qualification_%E2%80%93_UEFA_second_round"
"UEFA_R2_PATH_B_SF1_UKR","UEFA","UEFA_R2","UKR","Ukraine","UKR","UA","25","2024-11-28","Lost UEFA play-off semi-final","UEFA play-offs Path B semi-final loser","Lost to Sweden 1-3","UEFA play-off results","https://en.wikipedia.org/wiki/2026_FIFA_World_Cup_qualification_%E2%80%93_UEFA_second_round"
"UEFA_R2_PATH_B_SF2_ALB","UEFA","UEFA_R2","ALB","Albania","ALB","AL","65","2024-11-28","Lost UEFA play-off semi-final","UEFA play-offs Path B semi-final loser","Lost to Poland 2-1","UEFA play-off results","https://en.wikipedia.org/wiki/2026_FIFA_World_Cup_qualification_%E2%80%93_UEFA_second_round"
"UEFA_R2_PATH_B_FINAL_POL","UEFA","UEFA_R2","POL","Poland","POL","PL","35","2024-11-28","Lost UEFA play-off final","UEFA play-offs Path B final loser","Lost to Sweden 3-2","UEFA play-off results","https://en.wikipedia.org/wiki/2026_FIFA_World_Cup_qualification_%E2%80%93_UEFA_second_round"
"UEFA_R2_PATH_C_SF1_ROU","UEFA","UEFA_R2","ROU","Romania","ROU","RO","38","2024-11-28","Lost UEFA play-off semi-final","UEFA play-offs Path C semi-final loser","Lost to Turkey 1-0","UEFA play-off results","https://en.wikipedia.org/wiki/2026_FIFA_World_Cup_qualification_%E2%80%93_UEFA_second_round"
"UEFA_R2_PATH_C_SF2_SVK","UEFA","UEFA_R2","SVK","Slovakia","SVK","SK","41","2024-11-28","Lost UEFA play-off semi-final","UEFA play-offs Path C semi-final loser","Lost to Kosovo 3-4","UEFA play-off results","https://en.wikipedia.org/wiki/2026_FIFA_World_Cup_qualification_%E2%80%93_UEFA_second_round"
"UEFA_R2_PATH_C_FINAL_KVX","UEFA","UEFA_R2","KVX","Kosovo","KVX","XK","99","2024-11-28","Lost UEFA play-off final","UEFA play-offs Path C final loser","Lost to Turkey 0-1","UEFA play-off results","https://en.wikipedia.org/wiki/2026_FIFA_World_Cup_qualification_%E2%80%93_UEFA_second_round"
"UEFA_R2_PATH_D_SF1_MKD","UEFA","UEFA_R2","MKD","North Macedonia","MKD","MK","67","2024-11-28","Lost UEFA play-off semi-final","UEFA play-offs Path D semi-final loser","Lost to Denmark 4-0","UEFA play-off results","https://en.wikipedia.org/wiki/2026_FIFA_World_Cup_qualification_%E2%80%93_UEFA_second_round"
"UEFA_R2_PATH_D_SF2_IRL","UEFA","UEFA_R2","IRL","Republic of Ireland","IRL","IE","60","2024-11-28","Lost UEFA play-off semi-final","UEFA play-offs Path D semi-final loser","Lost to Czech Republic 2-2 on penalties (4-3)","UEFA play-off results","https://en.wikipedia.org/wiki/2026_FIFA_World_Cup_qualification_%E2%80%93_UEFA_second_round"
"UEFA_R2_PATH_D_FINAL_DEN","UEFA","UEFA_R2","DEN","Denmark","DEN","DK","21","2024-11-28","Lost UEFA play-off final","UEFA play-offs Path D final loser","Lost to Czech Republic 2-2 on penalties (3-1)","UEFA play-off results","https://en.wikipedia.org/wiki/2026_FIFA_World_Cup_qualification_%E2%80%93_UEFA_second_round"
