"match_id","round_id","confederation_id","group_id","bracket_id","match_order","date","home_team_id","home_team_name","home_fifa_code","home_flag_code","home_fifa_rank","away_team_id","away_team_name","away_fifa_code","away_flag_code","away_fifa_rank","home_score","away_score","extra_time","penalties","winning_team_id","result_notes","result","notes","source_name","source_url","venue","stage"
"caf_r1_m136","caf_2026_first_round","CAF","caf_r1_group_e","","136","","caf_zam","Zambia","ZAM","ZM","84","caf_mar","Morocco","MAR","MA","13","0","2","FALSE","","caf_mar","Group-stage fixture listed in source score matrix; exact match date not included in this data pack.","away_win","","Wikipedia score matrix","https://en.wikipedia.org/wiki/2026_FIFA_World_Cup_qualification_(CAF)","",""
"caf_r1_m137","caf_2026_first_round","CAF","caf_r1_group_e","","137","","caf_zam","Zambia","ZAM","ZM","84","caf_nig","Niger","NIG","NE","128","0","1","FALSE","","caf_nig","Group-stage fixture listed in source score matrix; exact match date not included in this data pack.","away_win","","Wikipedia score matrix","https://en.wikipedia.org/wiki/2026_FIFA_World_Cup_qualification_(CAF)","",""
"caf_r1_m138","caf_2026_first_round","CAF","caf_r1_group_e","","138","","caf_zam","Zambia","ZAM","ZM","84","caf_tan","Tanzania","TAN","TZ","123","0","1","FALSE","","caf_tan","Group-stage fixture listed in source score matrix; exact match date not included in this data pack.","away_win","","Wikipedia score matrix","https://en.wikipedia.org/wiki/2026_FIFA_World_Cup_qualification_(CAF)","",""
"caf_r1_m139","caf_2026_first_round","CAF","caf_r1_group_e","","139","","caf_zam","Zambia","ZAM","ZM","84","caf_cgo","Congo","CGO","CG","106","4","2","FALSE","","caf_zam","Includes matches affected by Congo suspension/forfeits; see notes/sources.","home_win","","Wikipedia score matrix","https://en.wikipedia.org/wiki/2026_FIFA_World_Cup_qualification_(CAF)","",""
"caf_r1_m140","caf_2026_first_round","CAF","caf_r1_group_e","","140","","caf_zam","Zambia","ZAM","ZM","84","caf_eri","Eritrea","ERI","ER","198","","","FALSE","","","Group-stage fixture listed in source score matrix; exact match date not included in this data pack.","cancelled","","Wikipedia score matrix","https://en.wikipedia.org/wiki/2026_FIFA_World_Cup_qualification_(CAF)","",""
"caf_r1_m141","caf_2026_first_round","CAF","caf_r1_group_e","","141","","caf_cgo","Congo","CGO","CG","106","caf_mar","Morocco","MAR","MA","13","0","6","FALSE","","caf_mar","Group-stage fixture listed in source score matrix; exact match date not included in this data pack.","away_win","","Wikipedia score matrix","https://en.wikipedia.org/wiki/2026_FIFA_World_Cup_qualification_(CAF)","",""
"caf_r1_m142","caf_2026_first_round","CAF","caf_r1_group_e","","142","","caf_cgo","Congo","CGO","CG","106","caf_nig","Niger","NIG","NE","128","0","3","FALSE","","caf_nig","Includes matches affected by Congo suspension/forfeits; see notes/sources.","away_win","","Wikipedia score matrix","https://en.wikipedia.org/wiki/2026_FIFA_World_Cup_qualification_(CAF)","",""
"caf_r1_m143","caf_2026_first_round","CAF","caf_r1_group_e","","143","","caf_cgo","Congo","CGO","CG","106","caf_tan","Tanzania","TAN","TZ","123","1","1","FALSE","","","Group-stage fixture listed in source score matrix; exact match date not included in this data pack.","draw","","Wikipedia score matrix","https://en.wikipedia.org/wiki/2026_FIFA_World_Cup_qualification_(CAF)","",""
"caf_r1_m144","caf_2026_first_round","CAF","caf_r1_group_e","","144","","caf_cgo","Congo","CGO","CG","106","caf_zam","Zambia","ZAM","ZM","84","0","3","FALSE","","caf_zam","Includes matches affected by Congo suspension/forfeits; see notes/sources.","away_win","","Wikipedia score matrix","https://en.wikipedia.org/wiki/2026_FIFA_World_Cup_qualification_(CAF)","",""
"caf_r1_m145","caf_2026_first_round","CAF","caf_r1_group_e","","145","","caf_cgo","Congo","CGO","CG","106","caf_eri","Eritrea","ERI","ER","198","","","FALSE","","","Group-stage fixture listed in source score matrix; exact match date not included in this data pack.","cancelled","","Wikipedia score matrix","https://en.wikipedia.org/wiki/2026_FIFA_World_Cup_qualification_(CAF)","",""
"caf_r1_m146","caf_2026_first_round","CAF","caf_r1_group_e","","146","","caf_eri","Eritrea","ERI","ER","198","caf_mar","Morocco","MAR","MA","13","","","FALSE","","","Group-stage fixture listed in source score matrix; exact match date not included in this data pack.","cancelled","","Wikipedia score matrix","https://en.wikipedia.org/wiki/2026_FIFA_World_Cup_qualification_(CAF)","",""
"caf_r1_m147","caf_2026_first_round","CAF","caf_r1_group_e","","147","","caf_eri","Eritrea","ERI","ER","198","caf_nig","Niger","NIG","NE","128","","","FALSE","","","Group-stage fixture listed in source score matrix; exact match date not included in this data pack.","cancelled","","Wikipedia score matrix","https://en.wikipedia.org/wiki/2026_FIFA_World_Cup_qualification_(CAF)","",""
"caf_r1_m148","caf_2026_first_round","CAF","caf_r1_group_e","","148","","caf_eri","Eritrea","ERI","ER","198","caf_tan","Tanzania","TAN","TZ","123","","","FALSE","","","Group-stage fixture listed in source score matrix; exact match date not included in this data pack.","cancelled","","Wikipedia score matrix","https://en.wikipedia.org/wiki/2026_FIFA_World_Cup_qualification_(CAF)","",""
"caf_r1_m149","caf_2026_first_round","CAF","caf_r1_group_e","","149","","caf_eri","Eritrea","ERI","ER","198","caf_zam","Zambia","ZAM","ZM","84","","","FALSE","","","Group-stage fixture listed in source score matrix; exact match date not included in this data pack.","cancelled","","Wikipedia score matrix","https://en.wikipedia.org/wiki/2026_FIFA_World_Cup_qualification_(CAF)","",""
"caf_r1_m150","caf_2026_first_round","CAF","caf_r1_group_e","","150","","caf_eri","Eritrea","ERI","ER","198","caf_cgo","Congo","CGO","CG","106","","","FALSE","","","Group-stage fixture listed in source score matrix; exact match date not included in this data pack.","cancelled","","Wikipedia score matrix","https://en.wikipedia.org/wiki/2026_FIFA_World_Cup_qualification_(CAF)","",""
"caf_r1_m151","caf_2026_first_round","CAF","caf_r1_group_f","","151","","caf_civ","Ivory Coast","CIV","CI","51","caf_gab","Gabon","GAB","GA","85","1","0","FALSE","","caf_civ","Group-stage fixture listed in source score matrix; exact match date not included in this data pack.","home_win","","Wikipedia score matrix","https://en.wikipedia.org/wiki/2026_FIFA_World_Cup_qualification_(CAF)","",""
"caf_r1_m152","caf_2026_first_round","CAF","caf_r1_group_f","","152","","caf_civ","Ivory Coast","CIV","CI","51","caf_gam","Gambia","GAM","GM","119","1","0","FALSE","","caf_civ","Group-stage fixture listed in source score matrix; exact match date not included in this data pack.","home_win","","Wikipedia score matrix","https://en.wikipedia.org/wiki/2026_FIFA_World_Cup_qualification_(CAF)","",""
"caf_r1_m153","caf_2026_first_round","CAF","caf_r1_group_f","","153","","caf_civ","Ivory Coast","CIV","CI","51","caf_ken","Kenya","KEN","KE","105","3","0","FALSE","","caf_civ","Group-stage fixture listed in source score matrix; exact match date not included in this data pack.","home_win","","Wikipedia score matrix","https://en.wikipedia.org/wiki/2026_FIFA_World_Cup_qualification_(CAF)","",""
"caf_r1_m154","caf_2026_first_round","CAF","caf_r1_group_f","","154","","caf_civ","Ivory Coast","CIV","CI","51","caf_bdi","Burundi","BDI","BI","140","1","0","FALSE","","caf_civ","Group-stage fixture listed in source score matrix; exact match date not included in this data pack.","home_win","","Wikipedia score matrix","https://en.wikipedia.org/wiki/2026_FIFA_World_Cup_qualification_(CAF)","",""
"caf_r1_m155","caf_2026_first_round","CAF","caf_r1_group_f","","155","","caf_civ","Ivory Coast","CIV","CI","51","caf_sey","Seychelles","SEY","SC","196","9","0","FALSE","","caf_civ","Group-stage fixture listed in source score matrix; exact match date not included in this data pack.","home_win","","Wikipedia score matrix","https://en.wikipedia.org/wiki/2026_FIFA_World_Cup_qualification_(CAF)","",""
"caf_r1_m156","caf_2026_first_round","CAF","caf_r1_group_f","","156","","caf_gab","Gabon","GAB","GA","85","caf_civ","Ivory Coast","CIV","CI","51","0","0","FALSE","","","Group-stage fixture listed in source score matrix; exact match date not included in this data pack.","draw","","Wikipedia score matrix","https://en.wikipedia.org/wiki/2026_FIFA_World_Cup_qualification_(CAF)","",""
"caf_r1_m157","caf_2026_first_round","CAF","caf_r1_group_f","","157","","caf_gab","Gabon","GAB","GA","85","caf_gam","Gambia","GAM","GM","119","3","2","FALSE","","caf_gab","Group-stage fixture listed in source score matrix; exact match date not included in this data pack.","home_win","","Wikipedia score matrix","https://en.wikipedia.org/wiki/2026_FIFA_World_Cup_qualification_(CAF)","",""
"caf_r1_m158","caf_2026_first_round","CAF","caf_r1_group_f","","158","","caf_gab","Gabon","GAB","GA","85","caf_ken","Kenya","KEN","KE","105","2","1","FALSE","","caf_gab","Group-stage fixture listed in source score matrix; exact match date not included in this data pack.","home_win","","Wikipedia score matrix","https://en.wikipedia.org/wiki/2026_FIFA_World_Cup_qualification_(CAF)","",""
"caf_r1_m159","caf_2026_first_round","CAF","caf_r1_group_f","","159","","caf_gab","Gabon","GAB","GA","85","caf_bdi","Burundi","BDI","BI","140","2","0","FALSE","","caf_gab","Group-stage fixture listed in source score matrix; exact match date not included in this data pack.","home_win","","Wikipedia score matrix","https://en.wikipedia.org/wiki/2026_FIFA_World_Cup_qualification_(CAF)","",""
"caf_r1_m160","caf_2026_first_round","CAF","caf_r1_group_f","","160","","caf_gab","Gabon","GAB","GA","85","caf_sey","Seychelles","SEY","SC","196","3","0","FALSE","","caf_gab","Group-stage fixture listed in source score matrix; exact match date not included in this data pack.","home_win","","Wikipedia score matrix","https://en.wikipedia.org/wiki/2026_FIFA_World_Cup_qualification_(CAF)","",""
"caf_r1_m161","caf_2026_first_round","CAF","caf_r1_group_f","","161","","caf_gam","Gambia","GAM","GM","119","caf_civ","Ivory Coast","CIV","CI","51","0","2","FALSE","","caf_civ","Group-stage fixture listed in source score matrix; exact match date not included in this data pack.","away_win","","Wikipedia score matrix","https://en.wikipedia.org/wiki/2026_FIFA_World_Cup_qualification_(CAF)","",""
"caf_r1_m162","caf_2026_first_round","CAF","caf_r1_group_f","","162","","caf_gam","Gambia","GAM","GM","119","caf_gab","Gabon","GAB","GA","85","3","4","FALSE","","caf_gab","Group-stage fixture listed in source score matrix; exact match date not included in this data pack.","away_win","","Wikipedia score matrix","https://en.wikipedia.org/wiki/2026_FIFA_World_Cup_qualification_(CAF)","",""
"caf_r1_m163","caf_2026_first_round","CAF","caf_r1_group_f","","163","","caf_gam","Gambia","GAM","GM","119","caf_ken","Kenya","KEN","KE","105","3","3","FALSE","","","Group-stage fixture listed in source score matrix; exact match date not included in this data pack.","draw","","Wikipedia score matrix","https://en.wikipedia.org/wiki/2026_FIFA_World_Cup_qualification_(CAF)","",""
"caf_r1_m164","caf_2026_first_round","CAF","caf_r1_group_f","","164","","caf_gam","Gambia","GAM","GM","119","caf_bdi","Burundi","BDI","BI","140","2","0","FALSE","","caf_gam","Group-stage fixture listed in source score matrix; exact match date not included in this data pack.","home_win","","Wikipedia score matrix","https://en.wikipedia.org/wiki/2026_FIFA_World_Cup_qualification_(CAF)","",""
"caf_r1_m165","caf_2026_first_round","CAF","caf_r1_group_f","","165","","caf_gam","Gambia","GAM","GM","119","caf_sey","Seychelles","SEY","SC","196","5","1","FALSE","","caf_gam","Group-stage fixture listed in source score matrix; exact match date not included in this data pack.","home_win","","Wikipedia score matrix","https://en.wikipedia.org/wiki/2026_FIFA_World_Cup_qualification_(CAF)","",""
"caf_r1_m166","caf_2026_first_round","CAF","caf_r1_group_f","","166","","caf_ken","Kenya","KEN","KE","105","caf_civ","Ivory Coast","CIV","CI","51","0","0","FALSE","","","Group-stage fixture listed in source score matrix; exact match date not included in this data pack.","draw","","Wikipedia score matrix","https://en.wikipedia.org/wiki/2026_FIFA_World_Cup_qualification_(CAF)","",""
"caf_r1_m167","caf_2026_first_round","CAF","caf_r1_group_f","","167","","caf_ken","Kenya","KEN","KE","105","caf_gab","Gabon","GAB","GA","85","1","2","FALSE","","caf_gab","Group-stage fixture listed in source score matrix; exact match date not included in this data pack.","away_win","","Wikipedia score matrix","https://en.wikipedia.org/wiki/2026_FIFA_World_Cup_qualification_(CAF)","",""
"caf_r1_m168","caf_2026_first_round","CAF","caf_r1_group_f","","168","","caf_ken","Kenya","KEN","KE","105","caf_gam","Gambia","GAM","GM","119","1","3","FALSE","","caf_gam","Group-stage fixture listed in source score matrix; exact match date not included in this data pack.","away_win","","Wikipedia score matrix","https://en.wikipedia.org/wiki/2026_FIFA_World_Cup_qualification_(CAF)","",""
"caf_r1_m169","caf_2026_first_round","CAF","caf_r1_group_f","","169","","caf_ken","Kenya","KEN","KE","105","caf_bdi","Burundi","BDI","BI","140","1","1","FALSE","","","Group-stage fixture listed in source score matrix; exact match date not included in this data pack.","draw","","Wikipedia score matrix","https://en.wikipedia.org/wiki/2026_FIFA_World_Cup_qualification_(CAF)","",""
"caf_r1_m170","caf_2026_first_round","CAF","caf_r1_group_f","","170","","caf_ken","Kenya","KEN","KE","105","caf_sey","Seychelles","SEY","SC","196","5","0","FALSE","","caf_ken","Group-stage fixture listed in source score matrix; exact match date not included in this data pack.","home_win","","Wikipedia score matrix","https://en.wikipedia.org/wiki/2026_FIFA_World_Cup_qualification_(CAF)","",""
"caf_r1_m171","caf_2026_first_round","CAF","caf_r1_group_f","","171","","caf_bdi","Burundi","BDI","BI","140","caf_civ","Ivory Coast","CIV","CI","51","0","1","FALSE","","caf_civ","Group-stage fixture listed in source score matrix; exact match date not included in this data pack.","away_win","","Wikipedia score matrix","https://en.wikipedia.org/wiki/2026_FIFA_World_Cup_qualification_(CAF)","",""
"caf_r1_m172","caf_2026_first_round","CAF","caf_r1_group_f","","172","","caf_bdi","Burundi","BDI","BI","140","caf_gab","Gabon","GAB","GA","85","1","2","FALSE","","caf_gab","Group-stage fixture listed in source score matrix; exact match date not included in this data pack.","away_win","","Wikipedia score matrix","https://en.wikipedia.org/wiki/2026_FIFA_World_Cup_qualification_(CAF)","",""
"caf_r1_m173","caf_2026_first_round","CAF","caf_r1_group_f","","173","","caf_bdi","Burundi","BDI","BI","140","caf_gam","Gambia","GAM","GM","119","3","2","FALSE","","caf_bdi","Group-stage fixture listed in source score matrix; exact match date not included in this data pack.","home_win","","Wikipedia score matrix","https://en.wikipedia.org/wiki/2026_FIFA_World_Cup_qualification_(CAF)","",""
"caf_r1_m174","caf_2026_first_round","CAF","caf_r1_group_f","","174","","caf_bdi","Burundi","BDI","BI","140","caf_ken","Kenya","KEN","KE","105","0","1","FALSE","","caf_ken","Group-stage fixture listed in source score matrix; exact match date not included in this data pack.","away_win","","Wikipedia score matrix","https://en.wikipedia.org/wiki/2026_FIFA_World_Cup_qualification_(CAF)","",""
"caf_r1_m175","caf_2026_first_round","CAF","caf_r1_group_f","","175","","caf_bdi","Burundi","BDI","BI","140","caf_sey","Seychelles","SEY","SC","196","5","0","FALSE","","caf_bdi","Group-stage fixture listed in source score matrix; exact match date not included in this data pack.","home_win","","Wikipedia score matrix","https://en.wikipedia.org/wiki/2026_FIFA_World_Cup_qualification_(CAF)","",""
"caf_r1_m176","caf_2026_first_round","CAF","caf_r1_group_f","","176","","caf_sey","Seychelles","SEY","SC","196","caf_civ","Ivory Coast","CIV","CI","51","0","7","FALSE","","caf_civ","Group-stage fixture listed in source score matrix; exact match date not included in this data pack.","away_win","","Wikipedia score matrix","https://en.wikipedia.org/wiki/2026_FIFA_World_Cup_qualification_(CAF)","",""
"caf_r1_m177","caf_2026_first_round","CAF","caf_r1_group_f","","177","","caf_sey","Seychelles","SEY","SC","196","caf_gab","Gabon","GAB","GA","85","0","4","FALSE","","caf_gab","Group-stage fixture listed in source score matrix; exact match date not included in this data pack.","away_win","","Wikipedia score matrix","https://en.wikipedia.org/wiki/2026_FIFA_World_Cup_qualification_(CAF)","",""
"caf_r1_m178","caf_2026_first_round","CAF","caf_r1_group_f","","178","","caf_sey","Seychelles","SEY","SC","196","caf_gam","Gambia","GAM","GM","119","0","7","FALSE","","caf_gam","Group-stage fixture listed in source score matrix; exact match date not included in this data pack.","away_win","","Wikipedia score matrix","https://en.wikipedia.org/wiki/2026_FIFA_World_Cup_qualification_(CAF)","",""
"caf_r1_m179","caf_2026_first_round","CAF","caf_r1_group_f","","179","","caf_sey","Seychelles","SEY","SC","196","caf_ken","Kenya","KEN","KE","105","0","5","FALSE","","caf_ken","Group-stage fixture listed in source score matrix; exact match date not included in this data pack.","away_win","","Wikipedia score matrix","https://en.wikipedia.org/wiki/2026_FIFA_World_Cup_qualification_(CAF)","",""
"caf_r1_m180","caf_2026_first_round","CAF","caf_r1_group_f","","180","","caf_sey","Seychelles","SEY","SC","196","caf_bdi","Burundi","BDI","BI","140","1","3","FALSE","","caf_bdi","Group-stage fixture listed in source score matrix; exact match date not included in this data pack.","away_win","","Wikipedia score matrix","https://en.wikipedia.org/wiki/2026_FIFA_World_Cup_qualification_(CAF)","",""
"caf_r1_m181","caf_2026_first_round","CAF","caf_r1_group_g","","181","","caf_alg","Algeria","ALG","DZ","33","caf_uga","Uganda","UGA","UG","92","2","1","FALSE","","caf_alg","Group-stage fixture listed in source score matrix; exact match date not included in this data pack.","home_win","","Wikipedia score matrix","https://en.wikipedia.org/wiki/2026_FIFA_World_Cup_qualification_(CAF)","",""
"caf_r1_m182","caf_2026_first_round","CAF","caf_r1_group_g","","182","","caf_alg","Algeria","ALG","DZ","33","caf_moz","Mozambique","MOZ","MZ","117","5","1","FALSE","","caf_alg","Group-stage fixture listed in source score matrix; exact match date not included in this data pack.","home_win","","Wikipedia score matrix","https://en.wikipedia.org/wiki/2026_FIFA_World_Cup_qualification_(CAF)","",""
"caf_r1_m183","caf_2026_first_round","CAF","caf_r1_group_g","","183","","caf_alg","Algeria","ALG","DZ","33","caf_gui","Guinea","GUI","GN","80","1","2","FALSE","","caf_gui","Group-stage fixture listed in source score matrix; exact match date not included in this data pack.","away_win","","Wikipedia score matrix","https://en.wikipedia.org/wiki/2026_FIFA_World_Cup_qualification_(CAF)","",""
"caf_r1_m184","caf_2026_first_round","CAF","caf_r1_group_g","","184","","caf_alg","Algeria","ALG","DZ","33","caf_bot","Botswana","BOT","BW","147","3","1","FALSE","","caf_alg","Group-stage fixture listed in source score matrix; exact match date not included in this data pack.","home_win","","Wikipedia score matrix","https://en.wikipedia.org/wiki/2026_FIFA_World_Cup_qualification_(CAF)","",""
"caf_r1_m185","caf_2026_first_round","CAF","caf_r1_group_g","","185","","caf_alg","Algeria","ALG","DZ","33","caf_som","Somalia","SOM","SO","199","3","1","FALSE","","caf_alg","Group-stage fixture listed in source score matrix; exact match date not included in this data pack.","home_win","","Wikipedia score matrix","https://en.wikipedia.org/wiki/2026_FIFA_World_Cup_qualification_(CAF)","",""
"caf_r1_m186","caf_2026_first_round","CAF","caf_r1_group_g","","186","","caf_uga","Uganda","UGA","UG","92","caf_alg","Algeria","ALG","DZ","33","1","2","FALSE","","caf_alg","Group-stage fixture listed in source score matrix; exact match date not included in this data pack.","away_win","","Wikipedia score matrix","https://en.wikipedia.org/wiki/2026_FIFA_World_Cup_qualification_(CAF)","",""
"caf_r1_m187","caf_2026_first_round","CAF","caf_r1_group_g","","187","","caf_uga","Uganda","UGA","UG","92","caf_moz","Mozambique","MOZ","MZ","117","4","0","FALSE","","caf_uga","Group-stage fixture listed in source score matrix; exact match date not included in this data pack.","home_win","","Wikipedia score matrix","https://en.wikipedia.org/wiki/2026_FIFA_World_Cup_qualification_(CAF)","",""
"caf_r1_m188","caf_2026_first_round","CAF","caf_r1_group_g","","188","","caf_uga","Uganda","UGA","UG","92","caf_gui","Guinea","GUI","GN","80","1","0","FALSE","","caf_uga","Group-stage fixture listed in source score matrix; exact match date not included in this data pack.","home_win","","Wikipedia score matrix","https://en.wikipedia.org/wiki/2026_FIFA_World_Cup_qualification_(CAF)","",""
"caf_r1_m189","caf_2026_first_round","CAF","caf_r1_group_g","","189","","caf_uga","Uganda","UGA","UG","92","caf_bot","Botswana","BOT","BW","147","1","0","FALSE","","caf_uga","Group-stage fixture listed in source score matrix; exact match date not included in this data pack.","home_win","","Wikipedia score matrix","https://en.wikipedia.org/wiki/2026_FIFA_World_Cup_qualification_(CAF)","",""
"caf_r1_m190","caf_2026_first_round","CAF","caf_r1_group_g","","190","","caf_uga","Uganda","UGA","UG","92","caf_som","Somalia","SOM","SO","199","2","0","FALSE","","caf_uga","Group-stage fixture listed in source score matrix; exact match date not included in this data pack.","home_win","","Wikipedia score matrix","https://en.wikipedia.org/wiki/2026_FIFA_World_Cup_qualification_(CAF)","",""
"caf_r1_m191","caf_2026_first_round","CAF","caf_r1_group_g","","191","","caf_moz","Mozambique","MOZ","MZ","117","caf_alg","Algeria","ALG","DZ","33","0","2","FALSE","","caf_alg","Group-stage fixture listed in source score matrix; exact match date not included in this data pack.","away_win","","Wikipedia score matrix","https://en.wikipedia.org/wiki/2026_FIFA_World_Cup_qualification_(CAF)","",""
"caf_r1_m192","caf_2026_first_round","CAF","caf_r1_group_g","","192","","caf_moz","Mozambique","MOZ","MZ","117","caf_uga","Uganda","UGA","UG","92","3","1","FALSE","","caf_moz","Group-stage fixture listed in source score matrix; exact match date not included in this data pack.","home_win","","Wikipedia score matrix","https://en.wikipedia.org/wiki/2026_FIFA_World_Cup_qualification_(CAF)","",""
"caf_r1_m193","caf_2026_first_round","CAF","caf_r1_group_g","","193","","caf_moz","Mozambique","MOZ","MZ","117","caf_gui","Guinea","GUI","GN","80","1","2","FALSE","","caf_gui","Group-stage fixture listed in source score matrix; exact match date not included in this data pack.","away_win","","Wikipedia score matrix","https://en.wikipedia.org/wiki/2026_FIFA_World_Cup_qualification_(CAF)","",""
"caf_r1_m194","caf_2026_first_round","CAF","caf_r1_group_g","","194","","caf_moz","Mozambique","MOZ","MZ","117","caf_bot","Botswana","BOT","BW","147","2","0","FALSE","","caf_moz","Group-stage fixture listed in source score matrix; exact match date not included in this data pack.","home_win","","Wikipedia score matrix","https://en.wikipedia.org/wiki/2026_FIFA_World_Cup_qualification_(CAF)","",""
"caf_r1_m195","caf_2026_first_round","CAF","caf_r1_group_g","","195","","caf_moz","Mozambique","MOZ","MZ","117","caf_som","Somalia","SOM","SO","199","2","1","FALSE","","caf_moz","Group-stage fixture listed in source score matrix; exact match date not included in this data pack.","home_win","","Wikipedia score matrix","https://en.wikipedia.org/wiki/2026_FIFA_World_Cup_qualification_(CAF)","",""
"caf_r1_m196","caf_2026_first_round","CAF","caf_r1_group_g","","196","","caf_gui","Guinea","GUI","GN","80","caf_alg","Algeria","ALG","DZ","33","0","0","FALSE","","","Group-stage fixture listed in source score matrix; exact match date not included in this data pack.","draw","","Wikipedia score matrix","https://en.wikipedia.org/wiki/2026_FIFA_World_Cup_qualification_(CAF)","",""
"caf_r1_m197","caf_2026_first_round","CAF","caf_r1_group_g","","197","","caf_gui","Guinea","GUI","GN","80","caf_uga","Uganda","UGA","UG","92","2","1","FALSE","","caf_gui","Group-stage fixture listed in source score matrix; exact match date not included in this data pack.","home_win","","Wikipedia score matrix","https://en.wikipedia.org/wiki/2026_FIFA_World_Cup_qualification_(CAF)","",""
"caf_r1_m198","caf_2026_first_round","CAF","caf_r1_group_g","","198","","caf_gui","Guinea","GUI","GN","80","caf_moz","Mozambique","MOZ","MZ","117","0","1","FALSE","","caf_moz","Group-stage fixture listed in source score matrix; exact match date not included in this data pack.","away_win","","Wikipedia score matrix","https://en.wikipedia.org/wiki/2026_FIFA_World_Cup_qualification_(CAF)","",""
"caf_r1_m199","caf_2026_first_round","CAF","caf_r1_group_g","","199","","caf_gui","Guinea","GUI","GN","80","caf_bot","Botswana","BOT","BW","147","2","2","FALSE","","","Group-stage fixture listed in source score matrix; exact match date not included in this data pack.","draw","","Wikipedia score matrix","https://en.wikipedia.org/wiki/2026_FIFA_World_Cup_qualification_(CAF)","",""
"caf_r1_m200","caf_2026_first_round","CAF","caf_r1_group_g","","200","","caf_gui","Guinea","GUI","GN","80","caf_som","Somalia","SOM","SO","199","0","0","FALSE","","","Group-stage fixture listed in source score matrix; exact match date not included in this data pack.","draw","","Wikipedia score matrix","https://en.wikipedia.org/wiki/2026_FIFA_World_Cup_qualification_(CAF)","",""
"caf_r1_m201","caf_2026_first_round","CAF","caf_r1_group_g","","201","","caf_bot","Botswana","BOT","BW","147","caf_alg","Algeria","ALG","DZ","33","1","3","FALSE","","caf_alg","Group-stage fixture listed in source score matrix; exact match date not included in this data pack.","away_win","","Wikipedia score matrix","https://en.wikipedia.org/wiki/2026_FIFA_World_Cup_qualification_(CAF)","",""
"caf_r1_m202","caf_2026_first_round","CAF","caf_r1_group_g","","202","","caf_bot","Botswana","BOT","BW","147","caf_uga","Uganda","UGA","UG","92","0","1","FALSE","","caf_uga","Group-stage fixture listed in source score matrix; exact match date not included in this data pack.","away_win","","Wikipedia score matrix","https://en.wikipedia.org/wiki/2026_FIFA_World_Cup_qualification_(CAF)","",""
"caf_r1_m203","caf_2026_first_round","CAF","caf_r1_group_g","","203","","caf_bot","Botswana","BOT","BW","147","caf_moz","Mozambique","MOZ","MZ","117","2","3","FALSE","","caf_moz","Group-stage fixture listed in source score matrix; exact match date not included in this data pack.","away_win","","Wikipedia score matrix","https://en.wikipedia.org/wiki/2026_FIFA_World_Cup_qualification_(CAF)","",""
"caf_r1_m204","caf_2026_first_round","CAF","caf_r1_group_g","","204","","caf_bot","Botswana","BOT","BW","147","caf_gui","Guinea","GUI","GN","80","1","0","FALSE","","caf_bot","Group-stage fixture listed in source score matrix; exact match date not included in this data pack.","home_win","","Wikipedia score matrix","https://en.wikipedia.org/wiki/2026_FIFA_World_Cup_qualification_(CAF)","",""
"caf_r1_m205","caf_2026_first_round","CAF","caf_r1_group_g","","205","","caf_bot","Botswana","BOT","BW","147","caf_som","Somalia","SOM","SO","199","2","0","FALSE","","caf_bot","Group-stage fixture listed in source score matrix; exact match date not included in this data pack.","home_win","","Wikipedia score matrix","https://en.wikipedia.org/wiki/2026_FIFA_World_Cup_qualification_(CAF)","",""
"caf_r1_m206","caf_2026_first_round","CAF","caf_r1_group_g","","206","","caf_som","Somalia","SOM","SO","199","caf_alg","Algeria","ALG","DZ","33","0","3","FALSE","","caf_alg","Group-stage fixture listed in source score matrix; exact match date not included in this data pack.","away_win","","Wikipedia score matrix","https://en.wikipedia.org/wiki/2026_FIFA_World_Cup_qualification_(CAF)","",""
"caf_r1_m207","caf_2026_first_round","CAF","caf_r1_group_g","","207","","caf_som","Somalia","SOM","SO","199","caf_uga","Uganda","UGA","UG","92","0","1","FALSE","","caf_uga","Group-stage fixture listed in source score matrix; exact match date not included in this data pack.","away_win","","Wikipedia score matrix","https://en.wikipedia.org/wiki/2026_FIFA_World_Cup_qualification_(CAF)","",""
"caf_r1_m208","caf_2026_first_round","CAF","caf_r1_group_g","","208","","caf_som","Somalia","SOM","SO","199","caf_moz","Mozambique","MOZ","MZ","117","0","1","FALSE","","caf_moz","Group-stage fixture listed in source score matrix; exact match date not included in this data pack.","away_win","","Wikipedia score matrix","https://en.wikipedia.org/wiki/2026_FIFA_World_Cup_qualification_(CAF)","",""
"caf_r1_m209","caf_2026_first_round","CAF","caf_r1_group_g","","209","","caf_som","Somalia","SOM","SO","199","caf_gui","Guinea","GUI","GN","80","0","3","FALSE","","caf_gui","Group-stage fixture listed in source score matrix; exact match date not included in this data pack.","away_win","","Wikipedia score matrix","https://en.wikipedia.org/wiki/2026_FIFA_World_Cup_qualification_(CAF)","",""
"caf_r1_m210","caf_2026_first_round","CAF","caf_r1_group_g","","210","","caf_som","Somalia","SOM","SO","199","caf_bot","Botswana","BOT","BW","147","1","3","FALSE","","caf_bot","Group-stage fixture listed in source score matrix; exact match date not included in this data pack.","away_win","","Wikipedia score matrix","https://en.wikipedia.org/wiki/2026_FIFA_World_Cup_qualification_(CAF)","",""
